Type,Name,JDate,Lat,Lon,Magnitude,Origin,Depth,Duration
DM,8,2443196.246527778,-23.7,-35.5,0,levent.1008weber,1086.0,35.0
DM,16,2443196.5888888887,7.5,6.3,0,levent.1008weber,1019.0,32.0
DM,97,2443200.232638889,-8.4,17.9,0,levent.1008weber,989.0,25.0
DM,99,2443204.4625,10.0,22.8,0,levent.1008weber,989.0,29.0
DM,1,2443207.0145833334,-15.7,-36.6,0,levent.1008weber,867.0,44.0
DM,74,2443207.788888889,34.7,60.1,0,levent.1008weber,1043.0,34.0
DM,6,2443208.011111111,43.5,55.5,0,levent.1008weber,844.0,39.0
DM,1,2443208.9291666667,-15.7,-36.6,0,levent.1008weber,867.0,0
DM,82,2443209.394444444,27.5,34.3,0,levent.1008weber,919.0,27.0
DM,1,2443210.5833333335,-15.7,-36.6,0,levent.1008weber,867.0,60.0
DM,29,2443221.2159722224,53.4,60.9,0,levent.1008weber,1077.0,34.0
DM,114,2443222.5,15.5,55.6,0,levent.1008weber,755.0,30.0
DM,9,2443222.801388889,-6.0,-19.7,0,levent.1008weber,1037.0,18.0
DM,97,2443227.6923611113,-8.4,17.9,0,levent.1008weber,989.0,33.0
DM,99,2443231.4326388887,10.0,22.8,0,levent.1008weber,989.0,0
DM,7,2443233.3215277777,25.0,53.2,0,levent.1008weber,893.0,42.0
DM,8,2443234.320138889,-23.7,-35.5,0,levent.1008weber,1086.0,34.0
DM,7,2443235.1298611113,25.0,53.2,0,levent.1008weber,893.0,53.0
DM,1,2443235.236111111,-15.7,-36.6,0,levent.1008weber,867.0,0
DM,107,2443235.9944444443,41.0,53.4,0,levent.1008weber,893.0,38.0
DM,1,2443236.1569444444,-15.7,-36.6,0,levent.1008weber,867.0,54.0
DM,82,2443237.938888889,27.5,34.3,0,levent.1008weber,919.0,58.0
DM,9,2443248.5881944443,-6.0,-19.7,0,levent.1008weber,1037.0,33.0
DM,32,2443249.167361111,25.0,43.6,0,levent.1008weber,944.0,19.0
DM,8,2443249.7291666665,-23.7,-35.5,0,levent.1008weber,1086.0,30.0
DM,9,2443250.3347222223,-6.0,-19.7,0,levent.1008weber,1037.0,0
DM,8,2443251.216666667,-23.7,-35.5,0,levent.1008weber,1086.0,38.0
DM,8,2443251.7055555554,-23.7,-35.5,0,levent.1008weber,1086.0,24.0
DM,33,2443254.0243055555,5.1,115.8,0,levent.1008weber,877.0,11.0
DM,96,2443254.392361111,6.2,11.9,0,levent.1008weber,794.0,30.0
DM,97,2443255.259722222,-8.4,17.9,0,levent.1008weber,989.0,41.0
DM,8,2443261.923611111,-23.7,-35.5,0,levent.1008weber,1086.0,0
DM,8,2443261.970138889,-23.7,-35.5,0,levent.1008weber,1086.0,23.0
DM,1,2443262.063888889,-15.7,-36.6,0,levent.1008weber,867.0,48.0
DM,7,2443262.7895833333,25.0,53.2,0,levent.1008weber,893.0,22.0
DM,107,2443264.052777778,41.0,53.4,0,levent.1008weber,893.0,0
DM,82,2443265.3701388887,27.5,34.3,0,levent.1008weber,919.0,37.0
DM,1,2443266.502083333,-15.7,-36.6,0,levent.1008weber,867.0,27.0
DM,8,2443276.032638889,-23.7,-35.5,0,levent.1008weber,1086.0,33.0
DM,25,2443276.269444444,35.1,59.8,0,levent.1008weber,924.0,52.0
DM,8,2443276.45625,-23.7,-35.5,0,levent.1008weber,1086.0,23.0
DM,32,2443277.775,25.0,43.6,0,levent.1008weber,944.0,24.0
DM,8,2443278.034722222,-23.7,-35.5,0,levent.1008weber,1086.0,0
DM,16,2443278.1618055557,7.5,6.3,0,levent.1008weber,1019.0,37.0
DM,27,2443279.5027777776,23.0,20.4,0,levent.1008weber,1085.0,36.0
DM,8,2443279.5680555557,-23.7,-35.5,0,levent.1008weber,1086.0,32.0
DM,8,2443279.954861111,-23.7,-35.5,0,levent.1008weber,1086.0,60.0
DM,8,2443280.0006944444,-23.7,-35.5,0,levent.1008weber,1086.0,29.0
DM,96,2443282.220138889,6.2,11.9,0,levent.1008weber,794.0,33.0
DM,33,2443282.30625,5.1,115.8,0,levent.1008weber,877.0,59.0
DM,97,2443282.757638889,-8.4,17.9,0,levent.1008weber,989.0,39.0
DM,11,2443282.9770833333,9.2,17.5,0,levent.1008weber,1187.0,38.0
DM,99,2443284.158333333,10.0,22.8,0,levent.1008weber,989.0,37.0
DM,8,2443287.490277778,-23.7,-35.5,0,levent.1008weber,1086.0,24.0
DM,26,2443288.204861111,14.3,5.2,0,levent.1008weber,1122.0,30.0
DM,18,2443289.4930555555,23.3,32.7,0,levent.1008weber,925.0,40.0
DM,8,2443289.809027778,-23.7,-35.5,0,levent.1008weber,1086.0,35.0
DM,7,2443290.8229166665,25.0,53.2,0,levent.1008weber,893.0,25.0
DM,1,2443291.004166667,-15.7,-36.6,0,levent.1008weber,867.0,39.0
DM,1,2443292.9833333334,-15.7,-36.6,0,levent.1008weber,867.0,39.0
DM,82,2443293.145138889,27.5,34.3,0,levent.1008weber,919.0,19.0
DM,25,2443304.345833333,35.1,59.8,0,levent.1008weber,924.0,62.0
DM,32,2443305.8506944445,25.0,43.6,0,levent.1008weber,944.0,10.0
DM,16,2443306.620833333,7.5,6.3,0,levent.1008weber,1019.0,46.0
DM,8,2443307.051388889,-23.7,-35.5,0,levent.1008weber,1086.0,0
DM,39,2443308.0069444445,-21.9,-12.7,0,levent.1008weber,933.0,0
DM,27,2443308.029166667,23.0,20.4,0,levent.1008weber,1085.0,48.0
DM,96,2443310.0284722224,6.2,11.9,0,levent.1008weber,794.0,34.0
DM,33,2443310.440972222,5.1,115.8,0,levent.1008weber,877.0,55.0
DM,97,2443310.7958333334,-8.4,17.9,0,levent.1008weber,989.0,44.0
DM,99,2443312.54375,10.0,22.8,0,levent.1008weber,989.0,27.0
DM,11,2443312.7125,9.2,17.5,0,levent.1008weber,1187.0,24.0
DM,26,2443315.120833333,14.3,5.2,0,levent.1008weber,1122.0,41.0
DM,8,2443315.313888889,-23.7,-35.5,0,levent.1008weber,1086.0,23.0
DM,18,2443317.2861111113,23.3,32.7,0,levent.1008weber,925.0,28.0
DM,1,2443317.597916667,-15.7,-36.6,0,levent.1008weber,867.0,0
DM,7,2443318.8333333335,25.0,53.2,0,levent.1008weber,893.0,25.0
DM,1,2443319.117361111,-15.7,-36.6,0,levent.1008weber,867.0,41.0
DM,1,2443320.48125,-15.7,-36.6,0,levent.1008weber,867.0,32.0
DM,14,2443320.920138889,-29.6,-44.4,0,levent.1008weber,933.0,25.0
DM,82,2443321.686111111,27.5,34.3,0,levent.1008weber,919.0,0
DM,25,2443332.472916667,35.1,59.8,0,levent.1008weber,924.0,36.0
DM,32,2443333.711111111,25.0,43.6,0,levent.1008weber,944.0,32.0
DM,39,2443335.365277778,-21.9,-12.7,0,levent.1008weber,933.0,24.0
DM,8,2443335.8958333335,-23.7,-35.5,0,levent.1008weber,1086.0,87.0
DM,27,2443335.998611111,23.0,20.4,0,levent.1008weber,1085.0,21.0
DM,99,2443336.347916667,10.0,22.8,0,levent.1008weber,989.0,36.0
DM,100,2443336.404861111,-2.0,32.2,0,levent.1008weber,920.0,20.0
DM,8,2443336.975,-23.7,-35.5,0,levent.1008weber,1086.0,10.0
DM,96,2443337.6611111113,6.2,11.9,0,levent.1008weber,794.0,18.0
DM,8,2443338.101388889,-23.7,-35.5,0,levent.1008weber,1086.0,49.0
DM,97,2443338.6569444444,-8.4,17.9,0,levent.1008weber,989.0,39.0
DM,11,2443340.0083333333,9.2,17.5,0,levent.1008weber,1187.0,23.0
DM,8,2443343.546527778,-23.7,-35.5,0,levent.1008weber,1086.0,43.0
DM,18,2443344.361111111,23.3,32.7,0,levent.1008weber,925.0,60.0
DM,1,2443345.9854166666,-15.7,-36.6,0,levent.1008weber,867.0,0
DM,7,2443345.998611111,25.0,53.2,0,levent.1008weber,893.0,2.0
DM,1,2443346.8993055555,-15.7,-36.6,0,levent.1008weber,867.0,0
DM,14,2443348.6569444444,-29.6,-44.4,0,levent.1008weber,933.0,44.0
DM,82,2443349.722916667,27.5,34.3,0,levent.1008weber,919.0,39.0
DM,8,2443358.1041666665,-23.7,-35.5,0,levent.1008weber,1086.0,30.0
DM,25,2443360.1222222224,35.1,59.8,0,levent.1008weber,924.0,34.0
DM,16,2443361.675,7.5,6.3,0,levent.1008weber,1019.0,33.0
DM,100,2443364.8805555557,-2.0,32.2,0,levent.1008weber,920.0,42.0
DM,96,2443364.952777778,6.2,11.9,0,levent.1008weber,794.0,36.0
DM,33,2443365.673611111,5.1,115.8,0,levent.1008weber,877.0,60.0
DM,99,2443365.809027778,10.0,22.8,0,levent.1008weber,989.0,45.0
DM,8,2443366.5006944444,-23.7,-35.5,0,levent.1008weber,1086.0,29.0
DM,8,2443367.357638889,-23.7,-35.5,0,levent.1008weber,1086.0,35.0
DM,8,2443369.202777778,-23.7,-35.5,0,levent.1008weber,1086.0,18.0
DM,8,2443370.420138889,-23.7,-35.5,0,levent.1008weber,1086.0,0
DM,1,2443373.201388889,-15.7,-36.6,0,levent.1008weber,867.0,50.0
DM,7,2443373.2430555555,25.0,53.2,0,levent.1008weber,893.0,30.0
DM,14,2443375.4402777776,-29.6,-44.4,0,levent.1008weber,933.0,41.0
DM,1,2443375.55625,-15.7,-36.6,0,levent.1008weber,867.0,49.0
DM,8,2443386.199305556,-23.7,-35.5,0,levent.1008weber,1086.0,28.0
DM,16,2443390.4444444445,7.5,6.3,0,levent.1008weber,1019.0,40.0
DM,99,2443395.0569444443,10.0,22.8,0,levent.1008weber,989.0,38.0
DM,8,2443396.43125,-23.7,-35.5,0,levent.1008weber,1086.0,29.0
DM,8,2443396.5131944446,-23.7,-35.5,0,levent.1008weber,1086.0,0
DM,18,2443397.3118055556,23.3,32.7,0,levent.1008weber,925.0,41.0
DM,1,2443397.948611111,-15.7,-36.6,0,levent.1008weber,867.0,44.0
DM,1,2443400.4631944443,-15.7,-36.6,0,levent.1008weber,867.0,59.0
DM,8,2443413.94375,-23.7,-35.5,0,levent.1008weber,1086.0,31.0
